Brand,Product,Deal Price,Promotion Effectivity,Aisle,Grocery Store
"
                        Bù
                    ",Organic Italian White Wine,$12.97 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Bù
                    ","Portuguese Red Wine, Vinho Tinto",$12.97 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Maison Ladore
                    ",American Red Wine,$12.97 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Unibroue
                    ","Beer Assortment, Autre Chose Serie",$20.99 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Unibroue
                    ","Belgian-Style Saison Beer, Saison Libre",$20.99 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Keep Calm
                    ","Canadian White Wine, & Laugh",$41.49 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Keep Calm
                    ","Canadian Red Wine, & Thrive",$41.49 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Simply Spiked
                    ",Signature Lemonade Flavoured Alcoholic Malt Beverage,$22.99 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Simply Spiked
                    ",Lemonade Flavoured Alcoholic Malt Beverages Variety ...,$22.99 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Sleeman
                    ","Light Lager Beer, Clear 2.0",2 /$62.98,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Molson
                    ","Light Lager Beer, Ultra",2 /$62.98,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Goose Island
                    ",IPA Beer,$22.99 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Hoegaarden
                    ",Belgian White Beer,2 /$41.98,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Valle della Rosa
                    ",Italian White Wine,$11.62 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Bù
                    ",Canadian Sparkling Wine with Icewine,$14.69 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Coors Seltzer
                    ","Alcoholic Malt Beverage Variety Pack, With a Mission",$22.99 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Vizzy
                    ",Alcoholic Malt Beverage Variety Pack,$22.99 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Unibroue
                    ","Belgian-Style White Beer, Blanche de Chambly",$20.99 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Boréale
                    ","Beer Assortment, Artisan Pack",$20.99 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Molson
                    ","Slushie Flavoured Carbonated Alcoholic Water, Coors",$22.99 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Bù
                    ",Organic Spanish Rosé Wine,$11.99 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Maison Ladore
                    ",Portuguese White Wine,$12.97 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Maison Ladore
                    ",Portuguese Red Wine,$12.97 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Bù
                    ",Italian Red Wine,$12.97 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Topo Chico
                    ","Alcoholic Malt Beverage Variety Pack, Hard Seltzer",$22.99 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Keep Calm & Shine
                    ",Canadian White Wine,$41.49 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Michelob Ultra
                    ",Light Lager Beer,$42.99 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Marquis de Méricourt
                    ",Canadian White Wine,$9.22 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Molson
                    ","Ale Beer, Export",$42.99 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Bud Light
                    ",Light Blonde Lager Beer,$20.99 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Sleeman
                    ","Lager Beer, Original Draught",$20.99 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Michelob Ultra
                    ",Light Lager Beer,$22.99 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Domaine Marquis de Méricourt
                    ",Quebec Red Wine,$9.22 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Marquis de Méricourt
                    ",Canadian Red Wine,$38.99 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Smoky Bay
                    ",Australian Rosé Wine,$11.24 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Marquis de Méricourt
                    ",Canadian Rosé Wine,$9.22 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Double Vie
                    ",Canadian White Wine,$10.27 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Marquis de Méricourt
                    ",Canadian White Wine,$38.99 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Beck's
                    ",German Lager Beer,2 /$41.98,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Bud Light
                    ","Lime Flavoured Light Beer, Lime",$22.99 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Toro Loco
                    ",Spanish Red Wine,$41.29 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Sleeman
                    ","Lager Beer, Original Draught",$42.99 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Labatt
                    ","Pilsner Beer, Blue",$20.99 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Labatt
                    ","Blonde Ale Beer, 50",$20.99 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Alexander Keith's
                    ",India Pale Ale Beer,$22.99 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Double Vie
                    ",Canadian Rosé Wine,$10.27 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Sleeman
                    ","Light Lager Beer, Clear 2.0",$20.99 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Toro Loco
                    ",Spanish White Wine,$41.29 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Modelo
                    ","Mexican Lager Beer, Especial",2 /$41.98,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Blue Moon
                    ",Belgian-Style White Beer,$23.99 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Sleeman
                    ","Lager Beer, Silver Creek",$20.99 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Sleeman
                    ","Assorted Beer Pack, Selections",$20.99 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Archibald
                    ","Red Pale Ale Beer, La chipie",$22.99 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Archibald
                    ","Blonde Ale Beer, La matante",$22.99 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Miller Lite
                    ",Light Pilsner Beer,$21.99 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Miller Lite
                    ",Light Pilsner Beer,2 /$62.98,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Archibald
                    ","Belgian-Style White Beer, La joufflue",$22.99 ea.,"
Valid until Dec 6, 2023
",Beer & Wine,Metro
"
                        Pepsi
                    ",Soft Drink,2 /$8.00,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Coca-Cola
                    ",Soft Drink,2 /$8.00,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Simply
                    ",Orange Juice with Pulp,Check Website for Promotion Price,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Simply
                    ",Orange Juice without Pulp,Check Website for Promotion Price,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Nabob
                    ","Colombian Coffee T Discs, Tassimo",$8.97 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Maxwell House
                    ",Original Roast Ground Coffee,$8.97 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Nescafé
                    ","Instant Coffee, Rich",$6.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Oasis
                    ",Apple Juice,$1.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Oasis
                    ","Orange Juice, Pure Breakfast",$1.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Oasis
                    ",Apple and Grape Juice Boxes,$3.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Oasis
                    ",Apple Juice Boxes,$3.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Sealtest
                    ",Lemonade,2 /$5.00,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Oasis
                    ",Apple and Grape Juice,$1.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Oasis
                    ",Pineapple Juice,$1.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Nescafé
                    ","Classic Instant Coffee, Taster's Choice",$6.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Oasis
                    ",Tropical Passion Fruit Juice,$1.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Oasis
                    ",Tropical Passion Fruit Juice Boxes,$3.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Oasis
                    ","Orange Juice, Pure Breakfast",$3.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Pure Life
                    ",Lemon Flavoured Sparkling Water,$0.79 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Irresistibles
                    ",Cranberry Cocktail,$4.49 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Pure Life
                    ",Sparkling Water,$0.79 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Oasis
                    ","Wildberry Juice, Classic",$1.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Pure Life
                    ",Lime Flavoured Sparkling Water,$0.79 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Nestea
                    ",Lemon Flavoured Iced Tea,2 /$5.00,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Oasis
                    ",Ruby Red Grapefruit Juice,$1.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Pepsi
                    ",Diet Soft Drink,2 /$8.00,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Nescafé
                    ","Decaffeinated Instant Coffee, Taster's Choice",$6.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        7UP
                    ",Soft Drink,2 /$8.00,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Oasis
                    ",Exotic Mango Fruit Juice,$1.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Pure Life
                    ",Mandarin Flavoured Sparkling Spring Water,$0.79 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Oasis
                    ","Fruit Fusion Fruit Juice Boxes, Hydrafruit",$3.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Oasis
                    ","Watermelon Apple Fruit Juice, Hydrafruit",$1.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Fruitopia
                    ",Strawberry Passion Awareness® Real Fruit Beverage,2 /$5.00,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Five Alive
                    ",Passionate Peach Citrus Beverage,2 /$5.00,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Pure Life
                    ",Natural Spring Water,$0.79 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Fruitopia
                    ",Fruit Integration® Real Fruit Beverage,2 /$5.00,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Irresistibles
                    ",Raspberry and Cranberry Cocktail,$4.49 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Oasis
                    ","Fruit Fusion Fruit Juice, Hydrafruit",$1.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Oasis
                    ","Watermelon Apple Fruit Juice Boxes, Hydrafruit",$3.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Five Alive
                    ",Citrus Beverage,2 /$5.00,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Oasis
                    ",Exotic Mango Fruit Juice Boxes,$3.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Nescafé
                    ",Colombian Instant Coffee,$6.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Nescafé
                    ",Decaffeinated Instant Coffee,$6.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        7UP
                    ",Diet Soft Drink,2 /$8.00,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Montellier
                    ",Carbonated Natural Spring Water,$5.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Coca-Cola
                    ",Soft Drink,$6.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Selection
                    ",Fruit Punch Beverage,2 /$4.50,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Nabob
                    ","Extra Large Breakfast Coffee T Discs, Tassimo",$8.97 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Oasis
                    ",Peach Clementine Juice,$1.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Oasis
                    ","Clementine Fruit Juice Boxes, Hydrafruit",$3.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Carte Noire
                    ","Americano Coffee T Discs, Tassimo",$8.97 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Irresistibles
                    ",Cranberry Juice Blend,$4.49 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Nescafé
                    ",French Vanilla Instant Coffee,$6.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Selection
                    ",Peach Flavoured Beverage,2 /$4.50,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Montellier
                    ",Lemon Flavoured Carbonated Natural Spring Water,$5.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Nabob
                    ","Cappucino Coffee T Discs, Tassimo",$8.97 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Irresistibles
                    ",Camomile Herbal Tea Bags,$2.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Oasis
                    ",Pineapple Banana Orange Juice,$1.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Maxwell House
                    ","House Blend Coffee T Discs, Tassimo",$8.97 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Irresistibles
                    ",Peppermint Herbal Tea Bags,$2.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Irresistibles
                    ",Cranberry and Raspberry Juice,$4.49 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Maxwell House
                    ","Extra Large Morning Blend Coffee T Discs, Tassimo",$8.97 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Maxwell House
                    ","Rich Dark Roast Coffee T Discs, Tassimo",$8.97 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Nestea
                    ",Lemon Flavoured Iced Tea,$7.49 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Irresistibles
                    ",Costa Rica Ground Coffee,$6.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Selection
                    ",Grape Flavoured Beverage,2 /$4.50,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Irresistibles
                    ",Diet Cranberry Cocktail,$4.49 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Tassimo
                    ","Long Espresso Coffee T Discs, Carte Noire",$8.97 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Irresistibles
                    ",White Cranberry Cocktail,$4.49 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Nescafé
                    ",Hazelnut Instant Coffee,$6.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Nabob
                    ","Latte Coffee T Discs, Tassimo",$8.97 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Nabob
                    ","Café Crema T Discs, Tassimo",$8.97 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Irresistibles
                    ","Medium Roast K-Cup Coffee Pods, Colombian Blend",$6.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Arizona
                    ",Ginseng and Honey Green Iced Tea,$1.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Irresistibles
                    ",Vanilla Hazelnut Flavoured K-Cup Coffee Pods,$6.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Irresistibles
                    ",Guatemala Ground Coffee,$6.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Oasis
                    ",Strawberry Banana Juice,$1.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Oasis
                    ","Fruit and Vegetable Juice, Deliciously Orange",$1.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Irresistibles
                    ",Diet Cranberry and Raspberry Cocktail,$4.49 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Tassimo
                    ","Espresso Coffee T Discs, Nabob",$8.97 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Tassimo
                    ","French Vanilla Coffee T Discs, Nabob",$8.97 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Canada Dry
                    ",Ginger Ale,2 /$8.00,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Irresistibles
                    ",Medium Roast Colombian Coffee Beans,$13.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Irresistibles
                    ","Medium Roast K-Cup Coffee Pods, Italian Blend",$6.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Lavazza
                    ","Roasted Coffee Capsules, Espresso Maestro",$5.49 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Café William
                    ",Espresso Casa Coffee Bean,$18.49 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        McCafé
                    ",Premium Medium Dart Roast K-Cup Coffee Pods,$9.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        McCafé
                    ",Premium Medium Dark Roast Decaffeinated K-Cup Coffee...,$9.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Arizona
                    ",Raspberry Flavoured Iced Tea,$1.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
"
                        Irresistibles
                    ","Medium Roast Decaffeinated K-Cup Coffee Pods, Colomb...",$6.99 ea.,"
Valid until Dec 6, 2023
",Beverages,Metro
